id,title,rate_per_hour,skill_list,level,location_city,employment_type,company_sector
720,Frontend Developer,23.01,"REST API, Pandas, Django, Flask, MongoDB",Mid,Yerevan,Full-time,HealthTech
721,Machine Learning Engineer,9.18,"Node.js, REST API, Docker, MySQL, Pandas, Vue",Junior,Yerevan,Full-time,HealthTech
722,Frontend Developer,48.64,"Python, CI/CD, Redis, FastAPI",Senior,Gyumri,Part-time,HealthTech
723,Mobile Developer,28.0,"GCP, SQL, GraphQL, FastAPI, React, Flask",Mid,Yerevan,Full-time,FinTech
724,QA Engineer,56.33,"Node.js, Docker, Pandas",Lead,Yerevan,Full-time,E-commerce
725,Machine Learning Engineer,7.7,"AWS, Redis, CI/CD, Git, GCP, NumPy",Junior,Yerevan,Full-time,HealthTech
726,Site Reliability Engineer,11.83,"Redis, Node.js, Terraform, JavaScript, Python, FastAPI",Junior,Gyumri,Full-time,HealthTech
727,Backend Developer,38.86,"Git, CI/CD, MongoDB, JavaScript, MySQL, Scikit-learn",Senior,Yerevan,Full-time,FinTech
728,Product Engineer,11.42,"Vue, MySQL, CI/CD, Redis, SQL, Celery",Junior,Yerevan,Full-time,E-commerce
729,DevOps Engineer,18.73,"Docker, FastAPI, GCP",Mid,Gyumri,Full-time,Software
730,Machine Learning Engineer,26.77,"REST API, CI/CD, NumPy, MySQL",Mid,Yerevan,Full-time,Software
731,Fullstack Developer,11.73,"GraphQL, CI/CD, Redis",Mid,Yerevan,Full-time,E-commerce
732,Software Engineer,13.97,"Celery, Django, GCP, PostgreSQL",Mid,Yerevan,Full-time,EdTech
733,Machine Learning Engineer,22.92,"Django, Python, GraphQL, JavaScript, AWS",Mid,Yerevan,Full-time,HealthTech
734,QA Engineer,35.97,"GCP, FastAPI, Docker, AWS, Django",Senior,Yerevan,Full-time,Gaming
735,Software Engineer,6.05,"MySQL, FastAPI, MongoDB",Junior,Yerevan,Full-time,Software
736,Fullstack Developer,3.5,"Celery, Docker, PostgreSQL, Python, Redis, GraphQL, SQL",Intern,Yerevan,Full-time,E-commerce
737,QA Engineer,21.85,"SQL, CI/CD, Vue",Mid,Yerevan,Full-time,E-commerce
738,QA Engineer,20.05,"MySQL, AWS, Docker, Vue, Redis, Terraform, Flask",Mid,Gyumri,Full-time,FinTech
739,Site Reliability Engineer,7.84,"Scikit-learn, Node.js, Git, Flask, GraphQL, FastAPI",Junior,Yerevan,Full-time,EdTech
740,Product Engineer,25.55,"Vue, AWS, Flask, Terraform, MySQL, Celery",Mid,Yerevan,Full-time,E-commerce
741,DevOps Engineer,15.05,"Git, Celery, Kubernetes, CI/CD, NumPy",Mid,Yerevan,Full-time,E-commerce
742,Site Reliability Engineer,8.98,"Redis, Vue, CI/CD, Kubernetes, PostgreSQL, Terraform, REST API",Junior,Yerevan,Full-time,FinTech
743,Product Engineer,31.7,"Celery, Vue, AWS",Senior,Dilijan,Part-time,Gaming
744,Machine Learning Engineer,7.95,"Docker, MongoDB, Flask, Terraform, Vue, Scikit-learn",Junior,Yerevan,Full-time,HealthTech
745,DevOps Engineer,39.72,"GCP, Node.js, FastAPI, JavaScript",Senior,Yerevan,Full-time,EdTech
746,Data Scientist,6.39,"Docker, Scikit-learn, Terraform, Django, Vue, React, PostgreSQL",Intern,Gyumri,Full-time,E-commerce
747,Fullstack Developer,3.99,"Terraform, Django, Pandas, Redis",Intern,Gyumri,Full-time,EdTech
748,Backend Developer,11.1,"Docker, AWS, CI/CD",Junior,Dilijan,Full-time,HealthTech
749,Software Engineer,39.99,"FastAPI, GraphQL, Pandas, Celery",Senior,Yerevan,Full-time,FinTech
750,Frontend Developer,14.22,"Redis, Flask, Node.js, Git, FastAPI",Mid,Gyumri,Part-time,EdTech
751,QA Engineer,24.36,"Docker, Vue, JavaScript, FastAPI",Mid,Yerevan,Full-time,Gaming
752,Fullstack Developer,6.44,"Redis, REST API, AWS",Junior,Yerevan,Full-time,EdTech
753,Frontend Developer,16.82,"AWS, Redis, SQL, MySQL",Mid,Yerevan,Full-time,HealthTech
754,Backend Developer,14.59,"SQL, Scikit-learn, CI/CD",Mid,Dilijan,Full-time,Gaming
755,Data Scientist,13.32,"Scikit-learn, CI/CD, FastAPI, REST API, Node.js",Junior,Yerevan,Full-time,Gaming
756,Machine Learning Engineer,16.8,"Flask, NumPy, Node.js, MySQL, Vue",Mid,Dilijan,Full-time,HealthTech
757,Fullstack Developer,23.29,"Scikit-learn, Django, PostgreSQL, Flask, Redis, CI/CD",Senior,Yerevan,Part-time,Gaming
758,Mobile Developer,38.6,"SQL, PostgreSQL, Celery, Flask",Senior,Yerevan,Full-time,Software
759,QA Engineer,17.01,"SQL, Python, Django, Terraform, Scikit-learn, React",Mid,Yerevan,Full-time,HealthTech
760,Software Engineer,18.59,"MongoDB, GraphQL, Flask, FastAPI, React",Mid,Yerevan,Full-time,FinTech
761,Data Scientist,26.58,"CI/CD, Docker, MongoDB, Kubernetes, Redis, JavaScript, PostgreSQL",Mid,Remote,Full-time,FinTech
762,Fullstack Developer,18.05,"Docker, AWS, React",Mid,Gyumri,Full-time,FinTech
763,Mobile Developer,45.06,"Python, REST API, Terraform",Senior,Remote,Part-time,FinTech
764,Product Engineer,27.12,"SQL, React, Django, GCP, Git",Mid,Dilijan,Contract,FinTech
765,Mobile Developer,27.9,"FastAPI, Python, SQL, Celery, Docker, Kubernetes, Redis",Mid,Yerevan,Contract,FinTech
766,Frontend Developer,7.83,"Pandas, Redis, GCP, JavaScript, Docker",Junior,Yerevan,Part-time,HealthTech
767,Data Scientist,19.95,"Docker, React, Scikit-learn, JavaScript",Mid,Remote,Full-time,Gaming
768,Backend Developer,12.13,"GraphQL, CI/CD, Terraform, Kubernetes, Flask",Junior,Yerevan,Full-time,FinTech
769,Backend Developer,20.57,"SQL, GCP, Docker, Pandas",Mid,Vanadzor,Contract,E-commerce
770,Product Engineer,10.82,"Redis, AWS, Git, CI/CD",Junior,Yerevan,Full-time,HealthTech
771,Product Engineer,22.92,"GCP, MySQL, Scikit-learn, CI/CD, AWS, JavaScript, REST API",Senior,Gyumri,Full-time,EdTech
772,Backend Developer,22.78,"JavaScript, Flask, MongoDB, SQL, Celery, Docker",Mid,Yerevan,Full-time,HealthTech
773,Fullstack Developer,9.17,"Pandas, AWS, Docker, MySQL, PostgreSQL",Junior,Yerevan,Contract,E-commerce
774,Product Engineer,29.54,"MongoDB, Pandas, Redis, NumPy",Senior,Remote,Full-time,E-commerce
775,Fullstack Developer,21.57,"Vue, JavaScript, Django",Mid,Remote,Full-time,E-commerce
776,Data Scientist,11.06,"FastAPI, Redis, Django, Kubernetes, AWS, REST API",Junior,Yerevan,Full-time,E-commerce
777,Machine Learning Engineer,25.08,"AWS, Flask, Vue",Mid,Yerevan,Full-time,FinTech
778,DevOps Engineer,9.79,"CI/CD, GraphQL, Vue, NumPy, Python, Celery, SQL",Junior,Yerevan,Full-time,HealthTech
779,Fullstack Developer,14.59,"MongoDB, Python, MySQL",Mid,Yerevan,Full-time,Gaming
780,Software Engineer,66.58,"JavaScript, Python, Flask, Kubernetes, SQL",Lead,Yerevan,Full-time,Software
781,Software Engineer,16.2,"MongoDB, Django, Terraform",Mid,Yerevan,Full-time,Gaming
782,Product Engineer,61.08,"JavaScript, Vue, Django, Terraform, MySQL, MongoDB, Pandas",Lead,Yerevan,Full-time,Gaming
783,Frontend Developer,14.97,"Node.js, NumPy, GCP, Flask",Mid,Yerevan,Full-time,HealthTech
784,Backend Developer,43.13,"FastAPI, MySQL, Redis, Scikit-learn",Senior,Yerevan,Full-time,HealthTech
785,Mobile Developer,41.14,"AWS, CI/CD, FastAPI, Celery",Senior,Remote,Part-time,EdTech
786,Data Scientist,29.29,"Docker, Flask, Scikit-learn, AWS, Git, React, Pandas",Mid,Vanadzor,Full-time,EdTech
787,Software Engineer,25.74,"Terraform, CI/CD, SQL, JavaScript",Mid,Yerevan,Full-time,E-commerce
788,Machine Learning Engineer,32.0,"Flask, Redis, MySQL, JavaScript, SQL, Pandas",Mid,Yerevan,Full-time,E-commerce
789,Data Scientist,26.27,"Celery, FastAPI, Docker",Mid,Yerevan,Full-time,Software
790,Mobile Developer,8.67,"PostgreSQL, GraphQL, Flask, NumPy, Celery",Junior,Yerevan,Full-time,HealthTech
791,Backend Developer,12.67,"Django, Flask, Docker, SQL, MySQL, MongoDB",Junior,Yerevan,Full-time,FinTech
792,Product Engineer,32.05,"Scikit-learn, React, Vue, Flask, Pandas",Senior,Gyumri,Full-time,HealthTech
793,Product Engineer,9.04,"GCP, FastAPI, Python",Junior,Yerevan,Full-time,Software
794,Fullstack Developer,15.31,"Pandas, Redis, MySQL, Git, SQL, AWS, GCP",Mid,Yerevan,Full-time,Gaming
795,DevOps Engineer,8.21,"Python, Vue, Redis, Terraform",Junior,Yerevan,Full-time,Software
796,Fullstack Developer,20.13,"Flask, MySQL, NumPy, Kubernetes",Mid,Yerevan,Full-time,EdTech
797,Fullstack Developer,18.51,"Redis, Scikit-learn, Python, Kubernetes, GraphQL, Node.js",Mid,Yerevan,Full-time,FinTech
798,Data Scientist,14.11,"FastAPI, Terraform, SQL",Junior,Gyumri,Full-time,HealthTech
799,Mobile Developer,77.81,"MySQL, Django, Redis, GCP, Pandas, Celery, GraphQL",Lead,Vanadzor,Full-time,EdTech
800,Product Engineer,37.29,"Celery, Python, Docker",Senior,Dilijan,Part-time,FinTech
801,Product Engineer,25.31,"FastAPI, Redis, Git, Terraform, AWS, Kubernetes",Mid,Yerevan,Part-time,E-commerce
802,Mobile Developer,5.52,"Node.js, Celery, Scikit-learn, GraphQL, CI/CD, MongoDB",Intern,Yerevan,Full-time,HealthTech
803,Product Engineer,31.71,"Docker, CI/CD, Terraform, AWS, Redis, React",Senior,Yerevan,Full-time,HealthTech
804,Product Engineer,12.0,"React, Vue, Git, Redis",Junior,Yerevan,Full-time,E-commerce
805,Frontend Developer,29.69,"REST API, Django, Python, AWS",Senior,Remote,Full-time,FinTech
806,DevOps Engineer,25.55,"Scikit-learn, Flask, MongoDB",Mid,Yerevan,Full-time,EdTech
807,Mobile Developer,11.26,"MongoDB, Scikit-learn, AWS, NumPy, Django",Junior,Yerevan,Full-time,E-commerce
808,Site Reliability Engineer,11.67,"CI/CD, FastAPI, SQL, Django, Kubernetes, Scikit-learn, NumPy",Junior,Yerevan,Full-time,EdTech
809,Frontend Developer,48.73,"Django, Celery, FastAPI, React, Terraform, Pandas, Vue",Senior,Yerevan,Part-time,Software
810,QA Engineer,9.83,"Pandas, FastAPI, JavaScript, Terraform, AWS, MongoDB",Junior,Yerevan,Full-time,EdTech
811,Fullstack Developer,8.91,"Scikit-learn, Redis, MongoDB, MySQL",Junior,Yerevan,Contract,Software
812,Site Reliability Engineer,14.59,"Terraform, CI/CD, Node.js, JavaScript, NumPy",Junior,Yerevan,Full-time,E-commerce
813,Site Reliability Engineer,23.81,"Kubernetes, Celery, CI/CD, AWS, Python, Scikit-learn",Mid,Yerevan,Full-time,E-commerce
814,Fullstack Developer,37.94,"MongoDB, GCP, NumPy",Senior,Yerevan,Full-time,Software
815,Fullstack Developer,12.92,"GraphQL, Django, Terraform, SQL",Mid,Yerevan,Full-time,Gaming
816,Software Engineer,48.41,"MySQL, Pandas, NumPy, MongoDB, AWS, Python, PostgreSQL",Senior,Remote,Full-time,Gaming
817,Site Reliability Engineer,17.59,"REST API, Git, Scikit-learn, Terraform",Mid,Yerevan,Full-time,Gaming
818,Machine Learning Engineer,17.32,"MySQL, Flask, Django, REST API",Mid,Vanadzor,Full-time,E-commerce
819,QA Engineer,20.32,"MySQL, Vue, Flask, Celery, REST API, Scikit-learn, SQL",Mid,Yerevan,Part-time,EdTech
820,QA Engineer,33.14,"PostgreSQL, Node.js, MySQL, Docker, Celery, FastAPI, Django",Senior,Yerevan,Full-time,EdTech
821,QA Engineer,8.31,"Kubernetes, MySQL, GraphQL",Junior,Yerevan,Full-time,Gaming
822,Backend Developer,14.15,"SQL, Terraform, CI/CD, REST API, Git, Node.js, AWS",Mid,Remote,Full-time,EdTech
823,DevOps Engineer,10.65,"SQL, GCP, Celery, Pandas",Junior,Gyumri,Full-time,Gaming
824,Data Scientist,8.25,"FastAPI, JavaScript, SQL, Docker, Pandas, Flask",Junior,Yerevan,Full-time,HealthTech
825,Frontend Developer,6.81,"AWS, CI/CD, Celery",Junior,Vanadzor,Full-time,E-commerce
826,Mobile Developer,18.69,"Redis, Terraform, Docker, Kubernetes, Scikit-learn, Pandas, React",Mid,Yerevan,Full-time,HealthTech
827,Fullstack Developer,20.32,"Celery, FastAPI, SQL, Vue, Kubernetes, Redis, Django",Mid,Yerevan,Full-time,Gaming
828,Fullstack Developer,39.43,"FastAPI, Scikit-learn, AWS, GraphQL, MySQL, Django",Senior,Yerevan,Contract,EdTech
829,Site Reliability Engineer,14.02,"Redis, Python, Scikit-learn, JavaScript, GraphQL",Junior,Yerevan,Contract,HealthTech
830,Mobile Developer,3.42,"Pandas, Redis, Python, FastAPI",Intern,Dilijan,Part-time,FinTech
831,Site Reliability Engineer,26.36,"GraphQL, Kubernetes, MongoDB, Scikit-learn, GCP",Mid,Vanadzor,Full-time,EdTech
832,Machine Learning Engineer,35.49,"Terraform, Kubernetes, NumPy, CI/CD, Pandas, JavaScript, MongoDB",Senior,Vanadzor,Full-time,FinTech
833,Frontend Developer,49.58,"MongoDB, REST API, Django, CI/CD, Kubernetes, PostgreSQL",Senior,Yerevan,Full-time,FinTech
834,Software Engineer,11.07,"REST API, Terraform, FastAPI, Flask, Vue",Junior,Yerevan,Full-time,Gaming
835,Product Engineer,18.77,"NumPy, Redis, Celery, Python",Mid,Gyumri,Contract,EdTech
836,Frontend Developer,24.17,"Node.js, SQL, GraphQL, Kubernetes",Mid,Yerevan,Contract,HealthTech
837,Frontend Developer,38.76,"Python, MongoDB, Docker, React, Pandas, Scikit-learn",Senior,Yerevan,Full-time,Software
838,Site Reliability Engineer,24.12,"React, MySQL, JavaScript, Scikit-learn, PostgreSQL, Flask, Pandas",Mid,Yerevan,Full-time,Software
839,DevOps Engineer,70.14,"Python, SQL, Django, MySQL",Lead,Yerevan,Full-time,HealthTech
840,Mobile Developer,7.69,"FastAPI, Django, Vue, Node.js, Git, GraphQL",Junior,Yerevan,Part-time,HealthTech
841,Data Scientist,18.01,"Django, MongoDB, Kubernetes, REST API, Docker",Mid,Gyumri,Full-time,Software
842,Frontend Developer,13.97,"REST API, GraphQL, CI/CD, FastAPI, Node.js",Mid,Yerevan,Full-time,Software
843,Site Reliability Engineer,24.82,"Terraform, Celery, Vue",Mid,Yerevan,Full-time,E-commerce
844,Fullstack Developer,19.2,"REST API, Kubernetes, Django, Python, NumPy, Git",Mid,Remote,Full-time,EdTech
845,DevOps Engineer,24.35,"Git, PostgreSQL, CI/CD, GCP, AWS",Mid,Yerevan,Full-time,E-commerce
846,Software Engineer,9.44,"GraphQL, Flask, MySQL, NumPy, GCP, FastAPI, JavaScript",Junior,Vanadzor,Full-time,FinTech
847,Site Reliability Engineer,91.94,"CI/CD, MongoDB, Terraform, PostgreSQL, NumPy",Lead,Vanadzor,Full-time,EdTech
848,Machine Learning Engineer,11.57,"Git, MongoDB, Python, SQL, JavaScript, Terraform",Junior,Yerevan,Full-time,FinTech
849,Backend Developer,14.69,"REST API, SQL, NumPy, Redis, GCP, Scikit-learn",Mid,Yerevan,Full-time,FinTech
850,Frontend Developer,22.08,"CI/CD, FastAPI, AWS, GCP, Git, Pandas",Senior,Yerevan,Full-time,Software
851,Mobile Developer,5.59,"Kubernetes, AWS, Vue",Junior,Gyumri,Full-time,Software
852,Machine Learning Engineer,6.04,"Vue, Flask, Git, Terraform, MySQL",Intern,Yerevan,Full-time,Gaming
853,Data Scientist,11.07,"SQL, Scikit-learn, Git, Vue, Python, NumPy",Junior,Yerevan,Full-time,HealthTech
854,Software Engineer,22.1,"REST API, Vue, CI/CD, Pandas",Mid,Vanadzor,Full-time,E-commerce
855,Product Engineer,14.2,"Pandas, Flask, JavaScript, PostgreSQL",Mid,Yerevan,Full-time,EdTech
856,Product Engineer,41.1,"CI/CD, Python, SQL, REST API",Senior,Vanadzor,Full-time,HealthTech
857,Product Engineer,7.12,"MongoDB, Docker, PostgreSQL",Junior,Yerevan,Full-time,E-commerce
858,Frontend Developer,17.0,"Django, PostgreSQL, Docker, REST API",Mid,Yerevan,Full-time,Software
859,Machine Learning Engineer,23.69,"Pandas, Node.js, SQL",Mid,Yerevan,Full-time,EdTech
860,Mobile Developer,49.12,"Flask, Terraform, FastAPI, Python, Redis",Lead,Dilijan,Full-time,HealthTech
861,Mobile Developer,43.61,"Node.js, FastAPI, Redis, MongoDB, Django",Senior,Yerevan,Full-time,HealthTech
862,QA Engineer,19.6,"Kubernetes, NumPy, FastAPI, Terraform, Scikit-learn, GraphQL, Pandas",Mid,Yerevan,Full-time,EdTech
863,Frontend Developer,65.12,"Scikit-learn, JavaScript, Django",Lead,Dilijan,Full-time,Gaming
864,Machine Learning Engineer,8.68,"REST API, Django, MySQL",Junior,Yerevan,Full-time,Software
865,Mobile Developer,22.18,"Python, Kubernetes, GCP, NumPy, Docker, Git, Terraform",Mid,Yerevan,Full-time,EdTech
866,Frontend Developer,20.81,"MongoDB, GraphQL, Vue, FastAPI, SQL, Python, Git",Mid,Remote,Full-time,E-commerce
867,Frontend Developer,17.74,"PostgreSQL, AWS, Docker, Redis, Git, Kubernetes, React",Mid,Vanadzor,Part-time,FinTech
868,Data Scientist,7.96,"Celery, Terraform, AWS, MySQL, GraphQL, REST API",Junior,Yerevan,Full-time,EdTech
869,Fullstack Developer,12.11,"Celery, GraphQL, CI/CD",Junior,Yerevan,Full-time,HealthTech
870,Software Engineer,7.7,"Docker, AWS, Vue",Junior,Yerevan,Full-time,EdTech
871,Data Scientist,24.21,"SQL, Scikit-learn, Kubernetes, Git, MongoDB, GraphQL",Mid,Yerevan,Full-time,FinTech
872,Product Engineer,72.27,"Kubernetes, Scikit-learn, Django",Lead,Yerevan,Full-time,FinTech
873,Machine Learning Engineer,16.56,"Git, Vue, Node.js, Redis, MongoDB, GCP",Junior,Yerevan,Full-time,FinTech
874,Data Scientist,17.38,"AWS, Python, REST API",Mid,Gyumri,Full-time,Software
875,Frontend Developer,9.44,"Python, Vue, MySQL",Junior,Yerevan,Full-time,HealthTech
876,Fullstack Developer,9.82,"React, Vue, Python, PostgreSQL",Junior,Yerevan,Full-time,EdTech
877,Frontend Developer,4.2,"Vue, MySQL, Kubernetes, Node.js, AWS",Intern,Yerevan,Full-time,Software
878,QA Engineer,17.85,"SQL, Flask, FastAPI, JavaScript, Scikit-learn, Vue",Mid,Remote,Contract,EdTech
879,Data Scientist,16.77,"Django, NumPy, Git, GraphQL",Mid,Yerevan,Full-time,E-commerce
880,Data Scientist,43.01,"Terraform, Scikit-learn, PostgreSQL",Senior,Yerevan,Full-time,FinTech
881,Fullstack Developer,60.41,"Scikit-learn, Redis, CI/CD",Senior,Remote,Part-time,FinTech
882,Product Engineer,8.11,"AWS, Redis, Celery, Kubernetes, React, MongoDB, Scikit-learn",Junior,Yerevan,Full-time,Gaming
883,Site Reliability Engineer,28.52,"GCP, Terraform, GraphQL, NumPy, Django, Vue, Node.js",Mid,Yerevan,Full-time,HealthTech
884,Data Scientist,27.63,"GraphQL, React, AWS, PostgreSQL, REST API, Flask",Mid,Yerevan,Full-time,E-commerce
885,Fullstack Developer,44.08,"Django, Kubernetes, Celery, Git, MongoDB, Docker, NumPy",Senior,Yerevan,Full-time,FinTech
886,Machine Learning Engineer,22.43,"Python, React, Kubernetes, Node.js, PostgreSQL, Terraform",Mid,Yerevan,Full-time,HealthTech
887,Frontend Developer,12.96,"Terraform, Flask, PostgreSQL, Node.js, FastAPI, CI/CD, NumPy",Mid,Yerevan,Full-time,EdTech
888,QA Engineer,5.16,"MySQL, Pandas, NumPy, CI/CD, PostgreSQL",Intern,Yerevan,Full-time,HealthTech
889,Data Scientist,51.09,"PostgreSQL, Python, MySQL, Pandas, AWS, GCP, Terraform",Senior,Remote,Contract,Gaming
890,Product Engineer,43.74,"Node.js, Scikit-learn, Pandas, Vue, Redis, NumPy",Senior,Yerevan,Full-time,FinTech
891,Site Reliability Engineer,26.35,"Scikit-learn, Flask, MongoDB, Vue, Docker",Mid,Yerevan,Full-time,E-commerce
892,Mobile Developer,11.2,"GraphQL, JavaScript, MySQL, Pandas",Junior,Yerevan,Full-time,HealthTech
893,Backend Developer,15.86,"Docker, CI/CD, GCP, SQL, REST API, MySQL",Mid,Yerevan,Full-time,FinTech
894,QA Engineer,17.97,"MongoDB, GraphQL, Terraform, Scikit-learn",Mid,Yerevan,Full-time,FinTech
895,Product Engineer,40.0,"GCP, Flask, REST API, Vue",Senior,Yerevan,Full-time,E-commerce
896,Machine Learning Engineer,14.9,"React, FastAPI, CI/CD",Junior,Yerevan,Full-time,HealthTech
897,Site Reliability Engineer,12.49,"Vue, Flask, GCP, MySQL",Junior,Gyumri,Full-time,Software
898,Data Scientist,11.33,"Celery, Python, React, MongoDB, Docker",Junior,Yerevan,Full-time,Software
899,Mobile Developer,12.21,"GCP, Vue, JavaScript",Junior,Yerevan,Full-time,E-commerce
900,Data Scientist,30.61,"GraphQL, MySQL, Scikit-learn, Vue, Celery, Kubernetes, PostgreSQL",Mid,Gyumri,Full-time,FinTech
901,Data Scientist,5.48,"Scikit-learn, Node.js, Celery, MongoDB, GraphQL, Redis, Kubernetes",Intern,Yerevan,Full-time,E-commerce
902,Machine Learning Engineer,26.43,"SQL, Scikit-learn, MySQL, GCP, Git",Mid,Yerevan,Full-time,E-commerce
903,Fullstack Developer,25.82,"GCP, CI/CD, React, SQL, GraphQL, FastAPI",Mid,Yerevan,Full-time,E-commerce
904,Mobile Developer,26.94,"Terraform, REST API, MySQL, CI/CD, Flask",Mid,Yerevan,Part-time,FinTech
905,Data Scientist,32.11,"Flask, NumPy, FastAPI, Celery, MongoDB",Senior,Yerevan,Full-time,Software
906,Mobile Developer,23.35,"Flask, Terraform, SQL",Mid,Yerevan,Full-time,E-commerce
907,Software Engineer,49.67,"Django, Python, PostgreSQL, FastAPI, JavaScript, MongoDB",Senior,Yerevan,Full-time,FinTech
908,Software Engineer,36.4,"SQL, Kubernetes, JavaScript, Redis",Senior,Yerevan,Full-time,EdTech
909,DevOps Engineer,51.85,"MySQL, FastAPI, REST API, Pandas",Senior,Yerevan,Full-time,Software
910,Mobile Developer,10.78,"Kubernetes, AWS, React, Vue",Junior,Yerevan,Full-time,HealthTech
911,Backend Developer,47.82,"Terraform, CI/CD, SQL, NumPy, FastAPI, GCP, MySQL",Senior,Yerevan,Full-time,Software
912,Machine Learning Engineer,15.88,"AWS, Node.js, Vue, Flask",Junior,Yerevan,Full-time,FinTech
913,Backend Developer,18.01,"Node.js, FastAPI, Scikit-learn",Mid,Remote,Full-time,FinTech
914,Software Engineer,10.9,"MongoDB, REST API, Terraform, Vue, Git",Junior,Yerevan,Full-time,Software
915,Data Scientist,58.5,"FastAPI, AWS, MongoDB, React",Senior,Yerevan,Full-time,FinTech
916,Backend Developer,18.68,"Flask, CI/CD, PostgreSQL, Terraform",Mid,Yerevan,Full-time,E-commerce
917,Product Engineer,13.95,"Redis, FastAPI, SQL, REST API, GraphQL, React, PostgreSQL",Mid,Yerevan,Full-time,HealthTech
918,Frontend Developer,18.88,"MongoDB, React, Terraform, NumPy",Mid,Remote,Full-time,Gaming
919,QA Engineer,80.35,"GraphQL, Kubernetes, GCP, Celery, Terraform, Node.js, SQL",Lead,Yerevan,Full-time,Software
920,Product Engineer,41.55,"Node.js, Pandas, Docker, NumPy, Git",Senior,Yerevan,Full-time,Software
921,Frontend Developer,9.7,"Vue, Terraform, Django, Node.js, Git, Kubernetes",Junior,Yerevan,Full-time,FinTech
922,QA Engineer,5.95,"Scikit-learn, Docker, Terraform, MySQL, Python, Node.js, MongoDB",Junior,Yerevan,Full-time,Software
